agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu
USGS,01382210,Pequannock River at Oak Ridge NJ,ST,41.0397222,-74.5016667,S,NAD83,790,10,NAVD88,02030103,dv,00060,00003,96159,,wat,,1645423,0,2010-04-16,2024-02-14,5052
USGS,01382385,Pequannock River at Green Pond Junction NJ,ST,41.0247222,-74.4083333,S,NAD83,610,10,NAVD88,02030103,dv,00060,00003,96179,,wat,,1645423,0,2010-04-08,2024-02-14,5056
USGS,01382500,Pequannock River at Macopin Intake Dam NJ,ST,41.0183333,-74.4011111,S,NAD83,549.17,0.01,NGVD29,02030103,dv,00060,00003,96183,,wat,,1645423,0,1922-10-01,2024-02-14,36103
USGS,01382800,Pequannock River at Riverdale NJ,ST,40.9986111,-74.2980556,S,NAD83,187.9,0.01,NGVD29,02030103,dv,00060,00003,96199,,wat,,1645423,0,1993-10-01,2024-02-14,6043
USGS,01383500,Wanaque River at Awosting NJ,ST,41.16027778,-74.3336111,S,NAD83,601.32,0.01,NGVD29,02030103,dv,00060,00003,96203,,wat,,1645423,0,1919-05-13,2024-02-14,38264
USGS,01384500,Ringwood Creek near Wanaque NJ,ST,41.1272222,-74.2658333,S,NAD83,292.67,0.01,NGVD29,02030103,dv,00060,00003,96205,,wat,,1645423,0,1934-10-01,2024-02-14,30210
USGS,01386000,West Brook near Wanaque NJ,ST,41.0736111,-74.3116667,S,NAD83,326.79,0.01,NGVD29,02030103,dv,00060,00003,96208,,wat,,1645423,0,1934-10-01,2024-02-14,24021
USGS,01387000,Wanaque River at Wanaque NJ,ST,41.04416667,-74.2930556,S,NAD83,210,0.01,NGVD29,02030103,dv,00060,00003,96214,,wat,,1645423,0,1912-09-15,2024-02-14,39222
USGS,01387500,Ramapo River near Mahwah NJ,ST,41.09805556,-74.16277778,S,NAD83,253.1,0.01,NGVD29,02030103,dv,00060,00003,96216,,wat,,1645423,0,1902-10-01,2024-02-14,38487
USGS,01387905,Ramapo River at West Oakland Avenue at Oakland NJ,ST,41.0275,-74.25,S,NAD83,200,0.01,NAVD88,02030103,dv,00060,00003,96220,,wat,,1645423,0,2008-10-01,2024-02-14,5615
USGS,01388000,Ramapo River at Pompton Lakes NJ,ST,40.99194444,-74.28,1,NAD83,171.35,0.02,NGVD29,02030103,dv,00060,00003,96225,,wat,,1645423,0,1921-10-01,2024-02-14,37392
USGS,01388500,Pompton River at Pompton Plains NJ,ST,40.9697222,-74.2819444,S,NAD83,160,0.02,NGVD29,02030103,dv,00060,00003,96243,,wat,,1645423,0,1903-03-01,2024-02-14,31032
USGS,01389010,Passaic River at I-80 at Singac NJ,ST,40.89444444,-74.2661111,S,NAD83,155,0.01,NGVD29,02030103,dv,00060,00003,96387,,wat,,1645423,0,2012-12-01,2024-02-14,3879
USGS,01389500,Passaic River at Little Falls NJ,ST,40.8847222,-74.2261111,S,NAD83,120,0.01,NGVD29,02030103,dv,00060,00003,96412,,wat,,1645423,0,1897-08-16,2024-02-14,46203
USGS,01389550,Peckman River at Little Falls NJ,ST,40.87194444,-74.2222222,S,NAD83,165.69,0.01,NAVD88,02030103,dv,00060,00003,96430,,wat,,1645423,0,2007-08-01,2024-02-14,6042
USGS,01389890,Passaic River at Dundee Dam at Clifton NJ,ST,40.8858333,-74.1283333,S,NAD83,24.52,700,NGVD29,02030103,dv,00060,00003,96436,,wat,,1645423,0,2007-04-01,2024-02-14,6164
USGS,01390450,Saddle River at Upper Saddle River NJ,ST,41.0586111,-74.0955556,S,NAD83,185.16,0.01,NGVD29,02030103,dv,00060,00003,232542,,wat,,1645423,0,2003-10-01,2024-02-14,7228
USGS,01390500,Saddle River at Ridgewood NJ,ST,40.985,-74.0905556,S,NAD83,71.74,0.01,NGVD29,02030103,dv,00060,00003,96438,,wat,,1645423,0,1954-10-01,2024-02-14,24303
USGS,01391000,Hohokus Brook at Ho-Ho-Kus NJ,ST,40.99777778,-74.1119444,S,NAD83,120.09,0.01,NGVD29,02030103,dv,00060,00003,96442,,wat,,1645423,0,1954-10-01,2024-02-14,20584
USGS,01391102,Saddle River below Hohokus Brook at Paramus NJ,ST,40.95527778,-74.0997222,S,NAD83,,,,02030103,dv,00060,00003,96458,,wat,,1645423,0,2012-10-01,2024-02-14,4154
USGS,01391500,Saddle River at Lodi NJ,ST,40.89027778,-74.0805556,S,NAD83,25,0.01,NGVD29,02030103,dv,00060,00003,96459,,wat,,1645423,0,1923-10-01,2024-02-14,36661
USGS,01392500,Second River at Belleville NJ,ST,40.78805556,-74.1716667,S,NAD83,62.6,0.01,NGVD29,02030103,dv,00060,00003,96495,,wat,,1645423,0,1937-05-26,2024-02-14,14663
USGS,01393450,Elizabeth River at Ursino Lake at Elizabeth NJ,ST,40.675,-74.2219444,S,NAD83,0,0.01,NGVD29,02030104,dv,00060,00003,96514,,wat,,1645423,0,1921-10-01,2024-02-14,37392
USGS,01394500,Rahway River near Springfield NJ,ST,40.6875,-74.3116667,S,NAD83,66.17,0.02,NGVD29,02030104,dv,00060,00003,96526,,wat,,1645423,0,1938-10-01,2024-02-14,31183
USGS,01395000,Rahway River at Rahway NJ,ST,40.61888889,-74.2833333,S,NAD83,8.77,0.01,NGVD29,02030104,dv,00060,00003,96544,,wat,,1645423,0,1921-10-01,2024-02-14,37392
USGS,01396500,South Branch Raritan River near High Bridge NJ,ST,40.67777778,-74.8791667,S,NAD83,282.1,0.01,NGVD29,02030105,dv,00060,00003,96569,,wat,,1645423,0,1918-10-01,2024-02-14,38488
USGS,01396582,Spruce Run at Main Street at Glen Gardner NJ,ST,40.69138889,-74.9369444,S,NAD83,379.1,0.01,NGVD29,02030105,dv,00060,00003,96589,,wat,,1645423,0,1978-03-24,2024-02-14,15481
USGS,01396660,Mulhockaway Creek at Van Syckel NJ,ST,40.6475,-74.96888889,S,NAD83,280.25,0.02,NGVD29,02030105,dv,00060,00003,96590,,wat,,1645423,0,1977-07-29,2024-02-14,17002
USGS,01396800,Spruce Run at Clinton NJ,ST,40.64,-74.9155556,S,NAD83,193.5,0.01,NGVD29,02030105,dv,00060,00003,96610,,wat,,1645423,0,1960-10-01,2024-02-14,23147
USGS,01397000,South Branch Raritan River at Stanton NJ,ST,40.5722222,-74.8680556,S,NAD83,125.01,0.02,NGVD29,02030105,dv,00060,00003,96615,,wat,,1645423,0,1903-10-01,2024-02-14,39219
USGS,01398000,Neshanic River at Reaville NJ,ST,40.4733333,-74.82777778,S,NAD83,109.46,0.01,NGVD29,02030105,dv,00060,00003,96619,,wat,,1645423,0,1930-10-01,2024-02-14,34102
USGS,01398500,North Branch Raritan River near Far Hills NJ,ST,40.7083333,-74.6361111,S,NAD83,224.49,0.01,NGVD29,02030105,dv,00060,00003,96640,,wat,,1645423,0,1921-10-01,2024-02-14,36457
USGS,01399100,Middle Brook at Burnt Mills NJ,ST,40.64944444,-74.6816667,S,NAD83,95,5,NAVD88,02030105,dv,00060,00003,96642,Upstream of dam,wat,,1645423,0,2006-06-27,2024-02-14,6255
USGS,01399500,Lamington (Black) River near Pottersville NJ,ST,40.7275,-74.73027778,S,NAD83,284.14,0.01,NGVD29,02030105,dv,00060,00003,232547,,wat,,1645423,0,1921-10-01,2024-02-14,37259
USGS,01399670,South B Rockaway Creek at Whitehouse Station NJ,ST,40.61944444,-74.7736111,S,NAD83,121.5,0.1,NGVD29,02030105,dv,00060,00003,96648,,wat,,1645423,0,1977-03-01,2024-02-14,16708
USGS,01400000,North Branch Raritan River near Raritan NJ,ST,40.57055556,-74.6791667,S,NAD83,50.43,0.01,NGVD29,02030105,dv,00060,00003,96671,,wat,,1645423,0,1923-06-14,2024-02-14,36768
USGS,01400500,Raritan River at Manville NJ,ST,40.55555556,-74.58277778,S,NAD83,20.61,0.01,NGVD29,02030105,dv,00060,00003,96679,,wat,,1645423,0,1903-10-01,2024-02-14,38670
USGS,01401000,Stony Brook at Princeton NJ,ST,40.33305556,-74.6819444,S,NAD83,62.23,0.01,NGVD29,02030105,dv,00060,00003,96722,[(2)],wat,,1645423,0,1953-10-01,2024-02-14,25700
USGS,01401650,Pike Run at Belle Mead NJ,ST,40.46805556,-74.64888889,S,NAD83,58.85,0.01,NGVD29,02030105,dv,00060,00003,96729,,wat,,1645423,0,1980-07-01,2024-02-14,15683
USGS,01402000,Millstone River at Blackwells Mills NJ,ST,40.475,-74.5758333,S,NAD83,26.97,0.01,NGVD29,02030105,dv,00060,00003,96732,,wat,,1645423,0,1921-08-04,2024-02-14,37444
USGS,01402630,Royce Brook at Hamilton Road near Manville NJ,ST,40.5061111,-74.6230556,S,NAD83,41.18,0.01,NGVD29,02030105,dv,00060,00003,96755,,wat,,1645423,0,2012-10-01,2024-02-14,3752
USGS,01403060,Raritan River below Calco Dam at Bound Brook NJ,ST,40.5511111,-74.5483333,S,NAD83,0,0.01,NGVD29,02030105,dv,00060,00003,96769,,wat,,1645423,0,1903-09-01,2024-02-14,31029
USGS,01403150,West Branch Middle Brook near Martinsville NJ,ST,40.6122222,-74.5908333,S,NAD83,240.48,0.01,NGVD29,02030105,dv,00060,00003,96770,,wat,,1645423,0,1979-06-21,2024-02-14,16072
USGS,01403400,Green Brook at Seeley Mills NJ,ST,40.6661111,-74.40388889,S,NAD83,184.44,0.01,NGVD29,02030105,dv,00060,00003,96788,,wat,,1645423,0,1979-06-27,2024-02-14,16131
USGS,01403540,Stony Brook at Watchung NJ,ST,40.63638889,-74.45138889,S,NAD83,162.24,0.01,NGVD29,02030105,dv,00060,00003,96792,,wat,,1645423,0,1974-10-01,2024-02-14,17796
USGS,01403900,Bound Brook at Middlesex NJ,ST,40.585,-74.50777778,S,NAD83,26.52,0.01,NGVD29,02030105,dv,00060,00003,96803,,wat,,1645423,0,1972-06-16,2024-02-14,9437
USGS,01405030,Lawrence Brook at Westons Mills NJ,ST,40.48305556,-74.41277778,S,NAD83,0,0.01,NGVD29,02030105,dv,00060,00003,96818,,wat,,1645423,0,1988-12-22,2024-02-14,12260
USGS,01405400,Manalapan Brook at Spotswood NJ,ST,40.38944444,-74.3905556,S,NAD83,0,0.01,NGVD29,02030105,dv,00060,00003,293028,,wat,,1645423,0,1957-01-01,2024-02-14,24515
USGS,01406050,Deep Run at Old Bridge NJ,ST,40.415,-74.34888889,S,NAD83,1.3,1,NAVD88,02030105,dv,00060,00003,96823,,wat,,1645423,0,2000-10-01,2024-02-14,8537
USGS,01407290,Big Brook near Marlboro NJ,ST,40.3197222,-74.2141667,S,NAD83,80,5,NGVD29,02030104,dv,00060,00003,96841,,wat,,1645423,0,2003-08-12,2024-02-14,7492
USGS,01407500,Swimming River near Red Bank NJ,ST,40.3197222,-74.1155556,S,NAD83,30,0.01,NGVD29,02030104,dv,00060,00003,293030,,wat,,1645423,0,1922-07-28,2024-02-14,37057
USGS,01407705,Shark River near Neptune City NJ,ST,40.1986111,-74.07,S,NAD83,7.05,0.01,NGVD29,02030104,dv,00060,00003,96851,,wat,,1645423,0,1966-10-01,2024-02-14,20956
USGS,01407760,Jumping Brook near Neptune City NJ,ST,40.2033333,-74.0658333,S,NAD83,13.76,0.02,NGVD29,02030104,dv,00060,00003,96852,,wat,,1645423,0,1966-10-01,2024-02-14,20956
USGS,01408000,Manasquan River at Squankum NJ,ST,40.16138889,-74.1547222,S,NAD83,18.82,0.02,NGVD29,02040301,dv,00060,00003,96861,,wat,,1645423,0,1931-10-01,2024-02-14,33740
USGS,01408029,Manasquan River near Allenwood NJ,ST,40.14666667,-74.1222222,S,NAD83,0,0.01,NGVD29,02040301,dv,00060,00003,96873,,wat,,1645423,0,1989-11-08,2024-02-14,12302
USGS,01408120,North Branch Metedeconk River near Lakewood NJ,ST,40.09166667,-74.1525,S,NAD83,3.89,0.01,NGVD29,02040301,dv,00060,00003,96900,,wat,,1645423,0,1972-10-01,2024-02-14,18764
USGS,01408500,Toms River near Toms River NJ,ST,39.98638889,-74.2233333,S,NAD83,8.1,0.01,NGVD29,02040301,dv,00060,00003,293048,,wat,,1645423,0,1928-10-01,2024-02-14,34835
USGS,01408900,Cedar Creek at Western Blvd near Lanoka Harbor NJ,ST,39.87916667,-74.1905556,S,NAD83,1.81,0.01,NAVD88,02040301,dv,00060,00003,293056,,wat,,1645423,0,1932-07-07,2024-02-14,17404
USGS,01409280,Westecunk Creek at Stafford Forge NJ,ST,39.66666667,-74.32027778,S,NAD83,6.36,0.01,NGVD29,02040301,dv,00060,00003,97066,Downstream of Dam,wat,,1645423,0,1973-10-01,2024-02-14,12885
USGS,01409400,Mullica River near Batsto NJ,ST,39.67444444,-74.665,S,NAD83,11.93,0.01,NGVD29,02040301,dv,00060,00003,97077,,wat,,1645423,0,1957-09-01,2024-02-14,24273
USGS,01409810,West Branch Wading River near Jenkins NJ,ST,39.68805556,-74.5480556,S,NAD83,10.17,0.01,NGVD29,02040301,dv,00060,00003,97103,,wat,,1645423,0,1974-10-01,2024-02-14,14625
USGS,01410000,Oswego River at Harrisville NJ,ST,39.66394444,-74.5234444,1,NAD83,4.62,0.1,NGVD29,02040301,dv,00060,00003,97107,,wat,,1645423,0,1930-10-01,2024-02-14,34105
USGS,01410150,East Branch Bass River near New Gretna NJ,ST,39.62305556,-74.44138889,S,NAD83,1.1,0.01,NGVD29,02040301,dv,00060,00003,97108,,wat,,1645423,0,1978-01-01,2024-02-14,16846
USGS,01410784,Great Egg Harbor R near Sicklerville NJ,ST,39.7336111,-74.9511111,S,NAD83,120,10,NAVD88,02040302,dv,00060,00003,97126,,wat,,1645423,0,1996-03-28,2024-02-14,6146
USGS,01410820,Great Egg Harbor River near Blue Anchor NJ,ST,39.66916667,-74.9133333,S,NAD83,89.46,0.01,NAVD88,02040302,dv,00060,00003,97139,,wat,,1645423,0,1972-06-21,2024-02-14,7483
USGS,01411000,Great Egg Harbor River at Folsom NJ,ST,39.5947222,-74.8516667,S,NAD83,53.32,0.01,NGVD29,02040302,dv,00060,00003,97143,,wat,,1645423,0,1925-09-08,2024-02-14,35954
USGS,01411300,Tuckahoe River at Head of River NJ,ST,39.30694444,-74.8205556,S,NAD83,0,0.01,NGVD29,02040302,dv,00060,00003,97149,,wat,,1645423,0,1969-12-16,2024-02-14,19280
USGS,01411500,Maurice River at Norma NJ,ST,39.49555556,-75.0769444,S,NAD83,46.94,0.01,NGVD29,02040206,dv,00060,00003,97223,,wat,,1645423,0,1932-10-01,2024-02-14,33369
USGS,01412000,Menantico Creek near Millville NJ,ST,39.41916667,-74.9658333,S,NAD83,36.63,5,NGVD29,02040206,dv,00060,00003,97248,,wat,,1645423,0,1931-06-01,2024-02-14,13416
USGS,01412080,Manumuskin River at Cumberland NJ,ST,39.37305556,-74.9447222,S,NAD83,,,,02040206,dv,00060,00003,279376,,wat,,1645423,0,2019-10-02,2024-02-14,1597
USGS,01412800,Cohansey River at Seeley NJ,ST,39.4725,-75.2555556,S,NAD83,26.9,0.01,NGVD29,02040206,dv,00060,00003,97254,,wat,,1645423,0,1977-10-01,2024-02-14,11493
USGS,01440000,Flat Brook near Flatbrookville NJ,ST,41.1061111,-74.9525,S,NAD83,347.73,0.02,NGVD29,02040104,dv,00060,00003,97265,,wat,,1645423,0,1923-10-01,2024-02-14,36662
USGS,01443280,East Branch Paulins Kill near Lafayette NJ,ST,41.07638889,-74.69527778,S,NAD83,555.4,0.01,NGVD29,02040105,dv,00060,00003,97318,,wat,,1645423,0,1992-08-06,2024-02-14,11502
USGS,01443500,Paulins Kill at Blairstown NJ,ST,40.9808333,-74.9533333,S,NAD83,335.86,0.01,NGVD29,02040105,dv,00060,00003,97319,,wat,,1645423,0,1921-10-01,2024-02-14,37091
USGS,01443900,Yards Creek near Blairstown NJ,ST,40.98055556,-75.0391667,S,NAD83,606.8,5,NGVD29,02040105,dv,00060,00003,97320,,wat,,1645423,0,1966-10-01,2024-02-14,20956
USGS,01445000,Pequest River at Huntsville NJ,ST,40.9808333,-74.77638889,S,NAD83,553.81,0.01,NGVD29,02040105,dv,00060,00003,97321,,wat,,1645423,0,1939-10-01,2024-02-14,16208
USGS,01445500,Pequest River at Pequest NJ,ST,40.83055556,-74.97777778,S,NAD83,398.78,0.02,NGVD29,02040105,dv,00060,00003,232779,,wat,,1645423,0,1921-10-01,2024-02-14,37392
USGS,01446000,Beaver Brook near Belvidere NJ,ST,40.8433333,-75.04638889,S,NAD83,303.36,0.01,NGVD29,02040105,dv,00060,00003,97354,,wat,,1645423,0,1922-10-01,2024-02-14,21803
USGS,01446500,Delaware River at Belvidere NJ,ST,40.82638889,-75.0825,S,NAD83,226.43,0.01,NGVD29,02040105,dv,00060,00003,97355,,wat,,1645423,0,1922-10-01,2024-02-14,37027
USGS,01455290,Pohatcong Crk at Creek Rd nr Carpentersville NJ,ST,40.6354722,-75.16863889,1,NAD83,164.1,0.01,NAVD88,02040105,dv,00060,00003,240562,,wat,,1645423,0,2018-08-23,2024-02-14,2002
USGS,01455500,Musconetcong River at outlet of Lake Hopatcong NJ,ST,40.9172222,-74.6655556,S,NAD83,904.99,0.01,NGVD29,02040105,dv,00060,00003,97380,,wat,,1645423,0,1928-07-01,2024-02-14,25248
USGS,01457000,Musconetcong River near Bloomsbury NJ,ST,40.6722222,-75.0608333,S,NAD83,274.83,0.01,NGVD29,02040105,dv,00060,00003,97384,,wat,,1645423,0,1903-10-01,2024-02-14,38632
USGS,01457500,Delaware River at Riegelsville NJ,ST,40.5947222,-75.1897222,S,NAD83,125.12,0.01,NGVD29,02040105,dv,00060,00003,242375,,wat,,1645423,0,2018-10-01,2024-02-14,1963
USGS,01460378,D&R Ca feeder US of gate at Washington Crossing NJ,ST,40.29638889,-74.8666667,S,NAD83,,,,02040105,dv,00060,00003,232790,,wat,,1645423,0,2017-02-03,2024-02-14,2243
USGS,01460440,Delaware and Raritan Canal at Port Mercer NJ,ST-CA,40.30444444,-74.685,S,NAD83,0,0.01,NGVD29,02040105,dv,00060,00003,209828,,wat,,1645423,0,1989-10-23,2024-02-14,12198
USGS,01463500,Delaware River at Trenton NJ,ST,40.22166667,-74.7780556,S,NAD83,0,0.01,NGVD29,02040105,dv,00060,00003,97504,,wat,,1645423,0,1912-10-01,2024-02-14,40679
USGS,01463620,Assunpink Creek near Clarksville NJ,ST,40.2697222,-74.6719444,S,NAD83,49.28,0.01,NGVD29,02040105,dv,00060,00003,97537,,wat,,1645423,0,1972-09-22,2024-02-14,14157
USGS,01463740,Shabakunk C at Sylva Lake Dam at Ewingville NJ,ST,40.2711111,-74.7733333,S,NAD83,86,1,NAVD88,02040105,dv,00060,00003,97540,,wat,,1645423,0,2008-11-01,2024-02-14,5544
USGS,01464000,Assunpink Creek at Trenton NJ,ST,40.22416667,-74.7491667,S,NAD83,24.76,0.01,NGVD29,02040105,dv,00060,00003,97558,,wat,,1645423,0,1923-10-01,2024-02-14,36662
USGS,01464290,Crosswicks Ck at Hockamik Rd near Cookstown NJ,ST,40.0361111,-74.5361111,S,NAD83,,,,02040201,dv,00060,00003,256714,,wat,,1645423,0,2021-02-15,2024-02-14,1094
USGS,01464500,Crosswicks Creek at Extonville NJ,ST,40.1372222,-74.6,S,NAD83,24.94,0.01,NGVD29,02040201,dv,00060,00003,97569,,wat,,1645423,0,1940-08-10,2024-02-14,30138
USGS,01465850,South Branch Rancocas Creek at Vincentown NJ,ST,39.94,-74.7630556,S,NAD83,13.17,0.01,NGVD29,02040202,dv,00060,00003,97633,,wat,,1645423,0,1961-07-01,2024-02-14,13786
USGS,0146587310,Haynes C at Tuckerton Rd at Lake Pine NJ,ST,39.8677222,-74.84175,1,NAD83,,,,02040202,dv,00060,00003,273558,,wat,,1645423,0,2019-12-14,2024-02-14,1524
USGS,01466500,McDonalds Branch in Byrne State Forest NJ,ST,39.885,-74.50527778,S,NAD83,117.73,0.02,NGVD29,02040202,dv,00060,00003,97640,,wat,,1645423,0,1953-10-01,2024-02-14,25704
USGS,01466900,Greenwood Branch at New Lisbon NJ,ST,39.9561111,-74.62777778,S,NAD83,34.18,0.01,NAVD88,02040202,dv,00060,00003,97652,,wat,,1645423,0,1998-05-11,2024-02-14,9034
USGS,01467000,North Branch Rancocas Creek at Pemberton NJ,ST,39.97,-74.6844444,S,NAD83,31.19,0.02,NGVD29,02040202,dv,00060,00003,97653,,wat,,1645423,0,1921-10-01,2024-02-14,37392
USGS,01467081,South Branch Pennsauken Creek at Cherry Hill NJ,ST,39.94166667,-75.0011111,S,NAD83,8.12,0.01,NGVD29,02040202,dv,00060,00003,97688,,wat,,1645423,0,1967-10-01,2024-02-14,20319
USGS,01467150,Cooper River at Haddonfield NJ,ST,39.90305556,-75.02138889,S,NAD83,9.29,0.02,NGVD29,02040202,dv,00060,00003,97693,,wat,,1645423,0,1963-10-01,2024-02-14,22052
USGS,01475001,Mantua Creek at East Holly Avenue at Pitman NJ,ST,39.73888889,-75.1144444,S,NAD83,55.66,0.01,NAVD88,02040202,dv,00060,00003,97711,,wat,,1645423,0,1940-04-05,2024-02-14,19584
USGS,01477120,Raccoon Creek near Swedesboro NJ,ST,39.74055556,-75.2591667,S,NAD83,0,0.01,NGVD29,02040202,dv,00060,00003,97716,,wat,,1645423,0,1966-04-01,2024-02-14,21139
USGS,01482500,Salem River at Woodstown NJ,ST,39.64388889,-75.33027778,S,NAD83,29.49,0.01,NGVD29,02040206,dv,00060,00003,97720,,wat,,1645423,0,1940-04-01,2024-02-14,23983
USGS,0148471320,"BIRCH BRANCH AT SHOWELL, MD",ST,38.4093333,-75.21238889,S,NAD83,-0.84,0.01,NAVD88,02040303,dv,00060,00003,67999,,wat,,1645423,0,1999-12-01,2024-02-14,8839
USGS,01485000,"POCOMOKE RIVER NEAR WILLARDS, MD",ST,38.38888889,-75.3244444,S,NAD83,13.15,0.1,NAVD88,02080111,dv,00060,00003,68004,,wat,,1645423,0,1949-12-01,2024-02-14,26373
USGS,01485500,"NASSAWANGO CREEK NEAR SNOW HILL, MD",ST,38.22891667,-75.4714444,S,NAD83,11.49,0.1,NAVD88,02080111,dv,00060,00003,68005,,wat,,1645423,0,1949-12-01,2024-02-14,27103
USGS,01486000,"MANOKIN BRANCH NEAR PRINCESS ANNE, MD",ST,38.21388889,-75.67138889,S,NAD83,6.2,0.1,NAVD88,02080110,dv,00060,00003,68006,,wat,,1645423,0,1951-05-01,2024-02-14,25491
USGS,01490000,"CHICAMACOMICO RIVER NEAR SALEM, MD",ST,38.51166667,-75.8799167,S,NAD83,2.88,0.01,NAVD88,02080110,dv,00060,00003,68046,,wat,,1645423,0,1951-05-01,2024-02-14,19311
USGS,01491000,"CHOPTANK RIVER NEAR GREENSBORO, MD",ST,38.99719444,-75.7858056,S,NAD83,2.73,0.1,NAVD88,02060005,dv,00060,00003,68077,,wat,,1645423,0,1948-01-01,2024-02-14,27804
USGS,01491500,"TUCKAHOE CREEK NEAR RUTHSBURG, MD",ST,38.96680556,-75.9430556,S,NAD83,9.85,0.01,NAVD88,02060005,dv,00060,00003,68083,,wat,,1645423,0,1951-04-01,2024-02-14,10504
USGS,01492500,"SALLIE HARRIS CREEK NEAR CARMICHAEL, MD",ST,38.96488889,-76.1088333,S,NAD83,5.22,0.1,NAVD88,02060002,dv,00060,00003,68085,,wat,,1645423,0,1951-06-26,2024-02-14,10472
USGS,01493000,"UNICORN BRANCH NEAR MILLINGTON, MD",ST,39.24994444,-75.8615,S,NAD83,2.78,0.1,NAVD88,02060002,dv,00060,00003,323700,,wat,,1645423,0,1948-01-01,2024-02-14,27438
USGS,01493112,"CHESTERVILLE BRANCH NEAR CRUMPTON, MD",ST,39.25705556,-75.94013889,S,NAD83,1.21,0.1,NAVD88,02060002,dv,00060,00003,68087,,wat,,1645423,0,1996-07-23,2024-02-14,6875
