agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu
USGS,02236901,"PALATLAKAHA R BL SPWY AT CH LK OUT NR GROVELAND,FL",ST,28.59249809,-81.8225775,S,NAD83,,,,03080102,dv,00065,00003,22537,,wat,,17164583,0,1957-08-01,2023-07-26,23070
USGS,02237000,"PALATLAKAHA RIVER NEAR MASCOTTE, FL",ST,28.6158301,-81.8645229,S,NAD83,,,,03080102,dv,00065,00003,22540,,wat,,17164583,0,1945-05-30,2023-07-26,22829
USGS,02237001,"PALATLAKAHA RIVER BELOW SPWY, NEAR MASCOTTE, FL",ST,28.61610787,-81.8659118,S,NAD83,,,,03080102,dv,00065,00003,22541,,wat,,17164583,0,1964-04-01,2023-07-26,17554
USGS,02237010,"PALATLAKAHA R AT STRUCTURE M-6 NR MASCOTTE, FL",ST,28.643329,-81.87230109,S,NAD83,,,,03080102,dv,00065,00003,22542,,wat,,17164583,0,1981-05-29,2023-07-26,11781
USGS,02237011,"PALATLAKAHA R BELOW STRUCTURE M-6 NR MASCOTTE, FL",ST,28.6441623,-81.87230109,S,NAD83,,,,03080102,dv,00065,00003,22543,,wat,,17164583,0,1981-05-29,2023-07-26,13725
USGS,02237050,"PALATLAKAHA RIVER AT S M-5 NEAR OKAHUMPKA, FL",ST,28.67888315,-81.8845239,S,NAD83,,,,03080102,dv,00065,00003,22544,,wat,,17164583,0,1981-05-31,2023-07-26,13516
USGS,02237051,"PALATLAKAHA R BELOW STRUCTURE M-5 NR OKAHUMPKA, FL",ST,28.67943868,-81.88452388,S,NAD83,,,,03080102,dv,00065,00003,22545,,wat,,17164583,0,1981-05-28,2023-07-26,14847
USGS,02237206,"PALATLAKAHA R AT STRUCTURE M-4 NR OKAHUMPKA, FL",ST,28.71499294,-81.8842464,S,NAD83,,,,03080102,dv,00065,00003,22547,,wat,,17164583,0,1981-06-19,2023-07-26,14852
USGS,02237207,"PALATLAKAHA R BELOW STRUCTURE M-4 NR OKAHUMPKA, FL",ST,28.71582624,-81.8839687,S,NAD83,,,,03080102,dv,00065,00003,22548,,wat,,17164583,0,1981-05-28,2023-07-26,14971
USGS,02237293,"PALATLAKAHA R AT STRUCTURE M-1, NR OKAHUMPKA, FL",ST,28.7444364,-81.8725798,S,NAD83,,,,03080102,dv,00065,00003,22551,,wat,,17164583,0,1970-01-01,2023-07-26,18966
USGS,02237700,"APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL",ST,28.72249444,-81.6847976,S,NAD83,,,,03080102,dv,00065,00003,22564,,wat,,17164583,0,1958-07-15,2023-07-26,23524
USGS,02237701,"APOPKA-BEAUCLAIR CANAL BL DAM NEAR ASTATULA, FL",ST,28.72304997,-81.6847976,S,NAD83,,,,03080102,dv,00065,00003,22566,,wat,,17164583,0,1958-07-15,2023-07-26,23473
USGS,02237734,"WOLF BRANCH AT FCRR NEAR MOUNT DORA, FL",ST,28.79665898,-81.60785149,F,NAD83,0,5,NGVD29,03080102,dv,00065,00003,22570,,wat,,17164583,0,1992-01-10,2023-07-26,10599
USGS,02238000,"HAYNES CREEK AT LISBON, FL",ST,28.87082178,-81.7836894,S,NAD83,,,,03080102,dv,00065,00003,22580,,wat,,17164583,0,1942-07-13,2023-07-26,29162
USGS,02238001,"HAYNES CREEK BELOW BURRELL DAM AT LISBON, FL",ST,28.8711111,-81.7844444,1,NAD83,,,,03080102,dv,00065,00003,22582,,wat,,17164583,0,1957-03-06,2023-07-26,23419
USGS,02238499,"OCKLAWAHA R AB MOSS BLUFF DAM AT MOSS BLUFF,FL",ST,29.0811111,-81.8808333,1,NAD83,0.3,0.01,NGVD29,03080102,dv,00065,00003,22590,,wat,,17164583,0,1969-10-01,2023-07-26,19321
USGS,02238500,"OCKLAWAHA RIVER AT MOSS BLUFF, FL",ST,29.0811111,-81.8808333,1,NAD83,,,,03080102,dv,00065,00003,170268,,wat,,17164583,0,1943-10-01,2023-07-26,24139
USGS,02239000,"OCKLAWAHA RIVER NR OCALA,FLA.",ST,29.18331078,-81.9923091,S,NAD83,0,1,NAVD88,03080102,dv,00065,00003,22599,,wat,,17164583,0,1930-02-12,2023-07-26,18552
USGS,02239500,"SILVER SPRINGS NEAR OCALA, FL",SP,29.21247638,-82.05397819,S,NAD83,38.96,2.5,NGVD29,03080102,dv,00065,00003,22601,(TO COMPUTE GH),wat,,17164583,0,1947-02-20,2023-07-26,27689
USGS,02239501,"SILVER RIVER NEAR OCALA, FL",ST,29.2149764,-82.0412,S,NAD83,,,,03080102,dv,00065,00003,178012,,wat,,17164583,0,1967-02-07,2023-07-26,9055
USGS,02240000,"OCKLAWAHA RIVER NEAR CONNER, FL",ST,29.21469888,-81.9859203,S,NAD83,31.79,2.5,NGVD29,03080102,dv,00065,00003,22615,,wat,,17164583,0,1930-02-13,2023-07-26,27503
USGS,02240500,"OCKLAWAHA RIVER AT EUREKA, FL",ST,29.37166667,-81.9019444,1,NAD83,,,,03080102,dv,00065,00003,22621,,wat,,17164583,0,1930-03-01,2023-07-26,19809
USGS,02243000,"ORANGE CREEK AT ORANGE SPRINGS, FL",ST,29.50969267,-81.9461999,S,NAD83,19.81,0.1,NGVD29,03080102,dv,00065,00003,22658,,wat,,17164583,0,1955-10-01,2023-07-26,21965
USGS,02243959,"OCKLAWAHA R AB RODMAN DAM NR ORANGE SPRINGS,FLA.",ST,29.50858114,-81.80480679,S,NAD83,,,,03080102,dv,00065,00003,22671,,wat,,17164583,0,1999-10-02,2023-07-26,8340
USGS,02243960,"OCKLAWAHA R AT RODMAN DAM NEAR ORANGE SPRINGS, FL",ST,29.50833333,-81.8041667,1,NAD83,,,,03080102,dv,00065,00003,22674,,wat,,17164583,0,1969-10-01,2023-07-26,19400
USGS,02244040,"ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL",ST,29.5963582,-81.683138,S,NAD83,,,,03080103,dv,00065,00003,22683,,wat,,17164583,0,1990-10-01,2023-07-26,11034
USGS,02244333,HAW CREEK AB RUSSELLS LANDING NR ST JOHNS PARK FL,ST,29.39469798,-81.3711787,S,NAD83,,,,03080103,dv,00065,00003,22701,,wat,,17164583,0,2010-10-21,2023-07-26,4612
USGS,02244440,"DUNNS CREEK NEAR SATSUMA, FL",ST,29.57774783,-81.626191,S,NAD83,,,,03080103,dv,00065,00003,22708,,wat,,17164583,0,1978-01-01,2023-07-26,14368
USGS,02245260,"DEEP CREEK AT SPUDS, FL",ST,29.72338056,-81.4843667,S,NAD83,,,,03080103,dv,00065,00003,228102,[NGVD29],wat,,17164583,0,2007-10-02,2023-07-26,5625
USGS,02245500,"SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL",ST,29.9794075,-81.8520426,S,NAD83,9.82,2.5,NGVD29,03080103,dv,00065,00003,22788,,wat,,17164583,0,1939-11-14,2023-07-26,28490
USGS,02246000,"NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL",ST,30.1132953,-81.9064915,S,NAD83,1.02,2.5,NGVD29,03080103,dv,00065,00003,22807,,wat,,17164583,0,1931-11-18,2023-07-26,32927
USGS,02246010,"NORTH FORK BLACK CREEK AT MIDDLEBURG, FL",ST,30.07607343,-81.86371139,S,NAD83,,,,03080103,dv,00065,00003,22810,,wat,,17164583,0,1981-04-22,2023-07-26,15040
USGS,02246318,"ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL",ST,30.19635087,-81.7684315,S,NAD83,,,,03080103,dv,00065,00003,22844,,wat,,17164583,0,2002-03-21,2023-07-26,6272
USGS,02246459,"CEDAR RIVER AT SAN JUAN AVENUE AT JACKSONVILLE, FL",ST,30.28218375,-81.7403761,S,NAD83,,,,03080103,dv,00065,00003,22859,,wat,,17164583,0,1993-11-17,2023-07-26,7806
USGS,02246500,"ST. JOHNS RIVER AT JACKSONVILLE, FL",ST,30.3224616,-81.6653735,S,NAD83,,,,03080103,dv,00065,00003,22875,,wat,,17164583,0,1982-10-01,2023-07-26,13260
USGS,02246515,"POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA.",ST,30.2644071,-81.5900917,S,NAD83,,,,03080103,dv,00065,00003,22893,,wat,,17164583,0,1990-01-03,2023-07-26,4628
USGS,02247222,"PELLICER CREEK NEAR ESPANOLA, FL",ST,29.66941676,-81.2595108,R,NAD83,,,,03080201,dv,00065,00003,22949,,wat,,17164583,0,2001-12-06,2023-07-26,6085
USGS,02247510,"TOMOKA RIVER NEAR HOLLY HILL, FL",ST,29.21748099,-81.1086687,S,NAD83,,,,03080201,dv,00065,00003,22983,,wat,,17164583,0,1964-10-01,2023-07-26,21171
USGS,02248000,"SPRUCE CREEK NEAR SAMSULA, FL",ST,29.05081845,-81.0464455,S,NAD83,6.25,2.5,NGVD29,03080201,dv,00065,00003,22993,,wat,,17164583,0,1951-05-02,2023-07-26,25192
USGS,02248380,"HAULOVER CANAL NEAR MIMS,FL",ST,28.73638079,-80.754773,S,NAD83,,,,03080202,dv,00065,00003,23030,,wat,,17164583,0,1995-08-04,2023-07-26,10077
USGS,02249007,EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL,ST,28.12695888,-80.6467205,S,NAD83,-10,0.5,NGVD29,03080202,dv,00065,00003,23059,,wat,,17164583,0,1991-01-17,2023-07-26,11772
USGS,02249500,"CRANE CREEK AT MELBOURNE, FL",ST,28.07946057,-80.6294983,S,NAD83,4.45,2.5,NGVD29,03080202,dv,00065,00003,23063,,wat,,17164583,0,1951-03-14,2023-07-26,12817
USGS,02250030,"TURKEY CREEK AT PALM BAY, FL",ST,28.01724054,-80.59588719,S,NAD83,-5,2.5,NGVD29,03080202,dv,00065,00003,23083,,wat,,17164583,0,1981-01-14,2023-07-26,15135
USGS,02251000,"SOUTH PRONG ST SEBASTIAN RIVER NEAR SEBASTIAN,FL",ST,27.76947258,-80.5058868,S,NAD83,-10,2.5,NGVD29,03080203,dv,00065,00003,23095,,wat,,17164583,0,1993-08-04,2023-07-26,10802
USGS,02251500,"NORTH PRONG SAINT SEBASTIAN RIVER NEAR MICCO, FL",ST,27.85613569,-80.52422,S,NAD83,,,,03080203,dv,00065,00003,23100,,wat,,17164583,0,1987-01-23,2023-07-26,13205
USGS,02251767,"FELLSMERE CANAL NEAR MICCO, FL",ST,27.83058119,-80.5342203,S,NAD83,,,,03080203,dv,00065,00003,23105,,wat,,17164583,0,1991-11-16,2023-07-26,11333
USGS,02251800,"INDIAN RIVER AT WABASSO, FL",ST,27.75447297,-80.4275516,S,NAD83,,,,03080203,dv,00065,00003,210434,,wat,,17164583,0,2004-06-09,2023-07-26,4247
USGS,02252500,"NORTH CANAL NEAR VERO BEACH, FL",ST,27.69308613,-80.42005169,S,NAD83,,,,03080203,dv,00065,00003,23118,,wat,,17164583,0,1950-11-21,2023-07-26,25281
USGS,02253000,"MAIN CANAL AT VERO BEACH, FL",ST,27.64780983,-80.405607,S,NAD83,,,,03080203,dv,00065,00003,23121,,wat,,17164583,0,1949-01-04,2023-07-26,25930
USGS,02253500,"SOUTH CANAL NEAR VERO BEACH, FL",ST,27.6044779,-80.386579,S,NAD83,,,,03080203,dv,00065,00003,324359,,wat,,17164583,0,1950-11-20,2023-07-26,23861
USGS,02255600,"FISHEATING CREEK NEAR LAKE PLACID,FL",ST,27.20921499,-81.4614637,S,NAD83,0,0.01,NAVD88,03090103,dv,00065,00003,23141,,wat,,17164583,0,2003-08-21,2023-07-26,7224
USGS,02256500,"FISHEATING CREEK AT PALMDALE, FL",ST,26.9325585,-81.3147949,S,NAD83,27.19,2.5,NGVD29,03090103,dv,00065,00003,23146,,wat,,17164583,0,1931-04-22,2023-07-26,33278
USGS,02257000,"FISHEATING CREEK AT LAKEPORT, FL",ST,26.96255665,-81.11784588,S,NAD83,0,1,NGVD29,03090201,dv,00065,00003,23148,,wat,,17164583,0,1993-06-22,2023-07-26,10410
USGS,02262900,"BOGGY CREEK NEAR TAFT, FL",ST,28.37139699,-81.3106247,S,NAD83,56.08,2.5,NGVD29,03090101,dv,00065,00003,23171,,wat,,17164583,0,1959-09-17,2023-07-26,22688
USGS,02263800,"SHINGLE CREEK AT AIRPORT NEAR KISSIMMEE, FL",ST,28.3041775,-81.450905,S,NAD83,60.66,2.5,NGVD29,03090101,dv,00065,00003,23203,,wat,,17164583,0,1958-10-01,2023-07-26,22105
USGS,02263869,"SOUTH LAKE OUTLET AT S-15, NEAR VINELAND, FL",ST,28.41278456,-81.5378509,S,NAD83,,,,03090101,dv,00065,00003,23208,,wat,,17164583,0,1987-01-08,2023-07-26,13057
USGS,02263870,"SOUTH LAKE OUTLET BELOW S-15 NEAR VINELAND, FLA.",ST,28.41278456,-81.5378509,S,NAD83,,,,03090101,dv,00065,00003,324361,,wat,,17164583,0,1970-05-06,2023-07-26,17485
USGS,02264000,"CYPRESS CREEK AT VINELAND, FL",ST,28.39056323,-81.5195173,S,NAD83,96.2,0.1,NGVD29,03090101,dv,00065,00003,23214,,wat,,17164583,0,1945-08-07,2023-07-26,25131
USGS,02264003,"CYPRESS CREEK CANAL AT S-103A NEAR VINELAND, FL",ST,28.38945214,-81.5250729,S,NAD83,,,,03090101,dv,00065,00003,23226,,wat,,17164583,0,1986-10-23,2023-07-26,13022
USGS,02264004,LATERAL 103 BELOW S-103A NR VINELAND,ST,28.38917437,-81.52535068,S,NAD83,,,,03090101,dv,00065,00003,23231,,wat,,17164583,0,1986-10-23,2023-07-26,12635
USGS,02264030,LK BUENA VIS TR AT HOTEL PL BLVD AT LK BUENA VISTA,ST,28.3805,-81.5069722,1,NAD83,,,,03090101,dv,00065,00003,23232,,wat,,17164583,0,2010-10-01,2023-07-26,4471
USGS,02264051,"BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL",ST,28.37444444,-81.515,1,NAD83,,,,03090101,dv,00065,00003,23234,,wat,,17164583,0,1986-10-10,2023-07-26,13365
USGS,02264060,"LATERAL 101 AT S-101, NEAR LAKE BUENA VISTA, FL",ST,28.37111947,-81.5289619,S,NAD83,,,,03090101,dv,00065,00003,23236,,wat,,17164583,0,1986-10-23,2023-07-26,12883
USGS,02264061,"LATERAL 101 BELOW S-101 NR BUENA VISTA,FL",ST,28.3708417,-81.5289619,S,NAD83,,,,03090101,dv,00065,00003,23238,,wat,,17164583,0,1986-10-23,2023-07-26,12505
USGS,02264100,"BONNET CREEK NEAR VINELAND, FL",ST,28.32528785,-81.5206284,S,NAD83,,,,03090101,dv,00065,00003,23240,,wat,,17164583,0,1966-05-03,2023-07-26,20275
USGS,02264140,"BONNET CREEK NEAR KISSIMMEE, FL",ST,28.30806625,-81.5245174,S,NAD83,,,,03090101,dv,00065,00003,23250,,wat,,17164583,0,2000-09-01,2023-07-26,8146
USGS,02264141,"BONNET CREEK BELOW CULVERTS NEAR KISSIMMEE, FL",ST,28.30806625,-81.5245174,S,NAD83,,,,03090101,dv,00065,00003,23252,,wat,,17164583,0,2000-10-01,2023-07-26,7905
USGS,02264495,"SHINGLE CREEK AT CAMPBELL, FL",ST,28.26723444,-81.4478495,S,NAD83,,,,03090101,dv,00065,00003,23254,,wat,,17164583,0,1968-10-09,2023-07-26,19124
USGS,02266025,"REEDY CREEK AT S-46 NEAR VINELAND, FL",ST,28.4052845,-81.61146309,S,NAD83,,,,03090101,dv,00065,00003,23261,,wat,,17164583,0,1969-06-14,2023-07-26,12902
USGS,02266026,10B REEDY CREEK BELOW S-46 NR VINELAND FLA,ST,28.40417345,-81.61146309,S,NAD83,,,,03090101,dv,00065,00003,23264,,wat,,17164583,0,1969-06-14,2023-07-26,12989
USGS,02266200,"WHITTENHORSE CREEK NEAR VINELAND, FL",ST,28.38500749,-81.6164632,S,NAD83,7.23,2.5,NGVD29,03090101,dv,00065,00003,23266,,wat,,17164583,0,1966-05-04,2023-07-26,19622
USGS,02266205,"WHITTENHORSE CREEK AT S-411, NEAR VINELAND, FL",ST,28.39306276,-81.6109075,S,NAD83,,,,03090101,dv,00065,00003,23277,,wat,,17164583,0,1986-10-22,2023-07-26,13151
USGS,02266206,"WHITTENHORSE BELOW S-411 NR VINELAND,FL",ST,28.39306277,-81.6106298,S,NAD83,,,,03090101,dv,00065,00003,23279,,wat,,17164583,0,1986-10-22,2023-07-26,12974
USGS,02266291,"LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL",ST,28.42694444,-81.6052778,1,NAD83,,,,03090101,dv,00065,00003,23281,,wat,,17164583,0,1968-10-01,2023-07-26,12723
USGS,02266292,"LATERAL 405 BL S405A NR DR PHILLIPS, FL",ST,28.42639484,-81.6086852,S,NAD83,,,,03090101,dv,00065,00003,23284,,wat,,17164583,0,1968-10-01,2023-07-26,12623
USGS,02266293,"10B LATERAL 405 AB S-405 NEAR VINELAND, FLA",ST,28.39472948,-81.5844349,S,NAD83,,,,03090101,dv,00065,00003,23285,,wat,,17164583,0,2011-12-13,2023-07-26,4012
USGS,02266294,10B LATERAL 405 BL S-405 NEAR VINELAND FLA,ST,28.3945628,-81.5843794,S,NAD83,,,,03090101,dv,00065,00003,23287,,wat,,17164583,0,2011-12-13,2023-07-26,4043
USGS,02266295,"LATERAL 410 AT S-410 NEAR VINELAND, FL",ST,28.36639716,-81.5984074,S,NAD83,,,,03090101,dv,00065,00003,23291,,wat,,17164583,0,1986-08-07,2023-07-26,12954
USGS,02266296,"LATERAL 410 BL S-410 NR VINELAND, FL",ST,28.36639716,-81.59868518,S,NAD83,,,,03090101,dv,00065,00003,23293,,wat,,17164583,0,1986-08-12,2023-07-26,8360
USGS,02266300,"REEDY CREEK NEAR VINELAND, FL",ST,28.33278738,-81.579796,S,NAD83,66.37,0.1,NGVD29,03090101,dv,00065,00003,23301,,wat,,17164583,0,1966-05-03,2023-07-26,20352
USGS,02266480,"DAVENPORT CREEK NEAR LOUGHMAN, FL",ST,28.271123,-81.5909074,S,NAD83,77.69,0.01,NGVD29,03090101,dv,00065,00003,23312,,wat,,17164583,0,1969-01-24,2023-07-26,19450
USGS,02266495,"REEDY CREEK AT S-40, NEAR LOUGHMAN, FL",ST,28.27584517,-81.5439622,S,NAD83,,,,03090101,dv,00065,00003,23322,,wat,,17164583,0,1986-10-22,2023-07-26,12822
USGS,02266496,"REEDY CREEK BELOW S-40, NEAR LOUGHMAN, FL",ST,28.27584517,-81.54368439,S,NAD83,,,,03090101,dv,00065,00003,23324,,wat,,17164583,0,1986-10-22,2023-07-26,12764
USGS,02266500,"REEDY CREEK NEAR LOUGHMAN, FL",ST,28.2636234,-81.536462,U,NAD83,64.49,0.1,NGVD29,03090101,dv,00065,00003,324364,,wat,,17164583,0,1933-01-17,2023-07-26,25609
