agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu
USGS,04237020,SENECA R (BARGE CANAL) AT CROSS LAKE NR JORDAN NY,ST,43.10013889,-76.4981667,1,NAD83,362.6,0.01,NAVD88,04140201,dv,00065,00003,243385,,wat,,17164583,0,2018-08-23,2024-02-14,2002
USGS,04237411,"SENECA RIVER, MOUTH OF STATE DITCH, NR JORDAN NY",ST,43.11502778,-76.4386111,1,NAD83,371.19,0.01,NAVD88,04140201,dv,00065,00003,294569,,wat,,17164583,0,1996-04-10,2024-02-14,9992
USGS,04254500,MOOSE RIVER AT MCKEEVER NY,ST,43.61030556,-75.1099444,1,NAD83,1479.71,0.01,NAVD88,04150101,dv,00065,00003,246378,,wat,,17164583,0,2017-09-30,2024-02-13,2328
USGS,02228500,"NORTH PRONG ST. MARYS RIVER AT MONIAC, GA",ST,30.51773125,-82.2303954,S,NAD83,,,,03070204,dv,00065,00003,22176,,wat,,17164583,0,1921-01-26,2024-02-14,27772
USGS,02231000,"ST. MARYS RIVER NEAR MACCLENNY, FL",ST,30.35884726,-82.0815013,S,NAD83,40,1,NGVD29,03070204,dv,00065,00003,22192,,wat,,17164583,0,1926-10-01,2024-02-14,34914
USGS,02231284,"THOMAS CREEK AT SH 115 NR CALLAHAN, FLA.",ST,30.51888889,-81.7652778,S,NAD83,-7.72,0.24,NAVD88,03070205,dv,00065,00003,310377,,wat,,17164583,0,2022-02-03,2024-02-14,733
USGS,02231291,"NASSAU RIVER NEAR TISONIA, FL",ST,30.5507931,-81.5898179,S,NAD83,,,,03070205,dv,00065,00003,22215,,wat,,17164583,0,1985-07-23,2024-02-14,8158
USGS,022313219,"S-253 WEIR UPSTREAM NEAR FORT DRUM, FL",ST-CA,27.5909972,-80.6790194,5,NAD83,,,,03080101,dv,00065,00003,256069,,wat,,17164583,0,2018-09-26,2024-02-14,1357
USGS,02231322,"S-253 WEIR NEAR FORT DRUM, FL",ST-CA,27.59294167,-80.6781444,S,NAD83,24,4.3,NAVD88,03080101,dv,00065,00003,164084,,wat,,17164583,0,2016-09-20,2024-02-14,2663
USGS,02231342,"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL",ST,27.5686473,-80.7961709,S,NAD83,,,,03080101,dv,00065,00003,324337,,wat,,17164583,0,1977-06-15,2024-02-14,16695
USGS,02231396,"BLUE CYPRESS CREEK NEAR FELLSMERE, FL",ST,27.72808533,-80.80505949,S,NAD83,,,,03080101,dv,00065,00003,22237,,wat,,17164583,0,1995-12-14,2024-02-14,10126
USGS,02231600,"JANE GREEN CREEK NEAR DEER PARK, FL",ST,28.074462,-80.8881155,S,NAD83,18.55,2.5,NGVD29,03080101,dv,00065,00003,22250,,wat,,17164583,0,1953-10-22,2024-02-14,25328
USGS,02232000,"ST. JOHNS RIVER NEAR MELBOURNE, FL",ST,28.08473879,-80.752001,S,NAD83,11.22,2.5,NGVD29,03080101,dv,00065,00003,22253,,wat,,17164583,0,1939-11-08,2024-02-14,30632
USGS,02232155,"PENNYWASH CREEK NEAR DEER PARK, FL",ST,28.18195808,-80.8953373,S,NAD83,,,,03080101,dv,00065,00003,22256,,wat,,17164583,0,1994-08-16,2024-02-14,10160
USGS,02232200,"WOLF CREEK NEAR DEER PARK, FL",ST,28.2130681,-80.91089309,S,NAD83,19.35,2.5,NGVD29,03080101,dv,00065,00003,22260,,wat,,17164583,0,1956-01-10,2024-02-14,24408
USGS,02232400,"ST. JOHNS RIVER NEAR COCOA, FL",ST,28.36972837,-80.8725578,S,NAD83,,,,03080101,dv,00065,00003,22268,,wat,,17164583,0,1953-10-01,2024-02-14,25370
USGS,02232415,"TAYLOR CREEK NEAR COCOA, FL",ST,28.3525071,-80.9283928,S,NAD83,,,,03080101,dv,00065,00003,22276,,wat,,17164583,0,1997-01-15,2024-02-14,4009
USGS,02232500,"ST. JOHNS RIVER NEAR CHRISTMAS, FL",ST,28.54305529,-80.943392,S,NAD83,1.62,0.1,NGVD29,03080101,dv,00065,00003,22284,,wat,,17164583,0,1933-10-03,2024-02-14,32632
USGS,02233475,"LT ECONLOCKHATCHEE R AT STATE HWY434 NR OVIEDO, FL",ST,28.6199987,-81.20784299,S,NAD83,,,,03080101,dv,00065,00003,22312,,wat,,17164583,0,1996-10-01,2024-02-14,9887
USGS,02233484,"ECONLOCKHATCHEE RIVER NEAR OVIEDO, FL",ST,28.65555285,-81.169786,S,NAD83,,,,03080101,dv,00065,00003,22315,,wat,,17164583,0,2001-12-04,2024-02-14,8046
USGS,02233500,"ECONLOCKHATCHEE RIVER NEAR CHULUOTA, FL",ST,28.67777778,-81.1141667,S,NAD83,,,,03080101,dv,00065,00003,22318,,wat,,17164583,0,1935-11-06,2024-02-14,31124
USGS,02234000,"ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL",ST,28.7141611,-81.0353374,S,NAD83,,,,03080101,dv,00065,00003,22323,,wat,,17164583,0,1941-07-29,2024-02-14,29875
USGS,02234308,"HOWELL CREEK NEAR ALTAMONTE SPRINGS, FL",ST,28.6315,-81.32463889,5,NAD83,0,0.01,NGVD29,03080101,dv,00065,00003,22361,,wat,,17164583,0,1996-09-05,2024-02-14,9251
USGS,02234324,"HOWELL CREEK NEAR SLAVIA, FL",ST,28.64777587,-81.2645109,S,NAD83,,,,03080101,dv,00065,00003,22365,,wat,,17164583,0,1972-02-01,2024-02-14,18040
USGS,02234344,"HOWELL CREEK AT STATE HWY 434 NEAR OVIEDO, FL",ST,28.68999664,-81.2475656,S,NAD83,,,,03080101,dv,00065,00003,22367,,wat,,17164583,0,1999-06-22,2024-02-14,8857
USGS,02234384,"SOLDIER CREEK NEAR LONGWOOD, FL",ST,28.71888466,-81.308678,S,NAD83,,,,03080101,dv,00065,00003,22376,,wat,,17164583,0,1972-02-01,2024-02-14,14810
USGS,02234400,"GEE CREEK NEAR LONGWOOD, FL",ST,28.7041629,-81.2906221,S,NAD83,,,,03080101,dv,00065,00003,22381,,wat,,17164583,0,1972-01-24,2024-02-14,16104
USGS,02234435,"LAKE JESUP OUTLET NEAR SANFORD, FL",ST,28.78415969,-81.18117379,S,NAD83,,,,03080101,dv,00065,00003,22398,,wat,,17164583,0,1991-10-01,2024-02-14,11035
USGS,02234500,"ST. JOHNS RIVER NEAR SANFORD, FL",ST,28.83804694,-81.3242323,S,NAD83,,,,03080101,dv,00065,00003,22406,,wat,,17164583,0,1987-04-28,2024-02-14,11443
USGS,02234990,"LITTLE WEKIVA RIVER NEAR ALTAMONTE SPRINGS, FL",ST,28.6872192,-81.3970138,S,NAD83,,,,03080101,dv,00065,00003,173316,,wat,,17164583,0,1972-02-01,2024-02-14,18320
USGS,02234991,"SANLANDO SPRINGS NR LONGWOOD, FL",SP,28.68878333,-81.3961583,5,NAD83,,,,03080101,dv,00065,00003,324341,,wat,,17164583,0,2018-09-26,2024-02-14,1896
USGS,02235000,"WEKIVA RIVER NEAR SANFORD, FL",ST,28.81426389,-81.4193056,S,NAD83,4.96,0.01,NGVD29,03080101,dv,00065,00003,22446,,wat,,17164583,0,1935-11-06,2024-02-14,31661
USGS,02235200,"BLACKWATER CREEK NEAR CASSIA, FL",ST,28.87444444,-81.4897222,1,NAD83,18.55,2.5,NGVD29,03080101,dv,00065,00003,22450,,wat,,17164583,0,1967-08-07,2024-02-14,15401
USGS,02235500,"BLUE SPRINGS NEAR ORANGE CITY, FL",SP,28.944154,-81.3397866,S,NAD83,,,,03080101,dv,00065,00003,22465,,wat,,17164583,0,1998-11-23,2024-02-14,8813
USGS,02236000,"ST. JOHNS RIVER NEAR DE LAND, FL",ST,29.00831827,-81.3825651,S,NAD83,-0.09,2.5,NGVD29,03080101,dv,00065,00003,22478,,wat,,17164583,0,1934-01-23,2024-02-09,32291
USGS,02236125,"ST. JOHNS RIVER AT ASTOR, FL",ST,29.16693056,-81.52206109,S,NAD83,,,,03080101,dv,00065,00003,22491,,wat,,17164583,0,1931-09-01,2024-02-14,11683
USGS,02236160,"SILVER GLEN SPRINGS NEAR ASTOR, FL",SP,29.24469863,-81.6425767,S,NAD83,,,,03080101,dv,00065,00003,22507,,wat,,17164583,0,2002-11-01,2024-02-14,7588
USGS,02236350,"GREEN SWAMP RUN NEAR EVA, FL",ST,28.3111212,-81.6853534,S,NAD83,116.16,2.5,NGVD29,03080102,dv,00065,00003,22518,,wat,,17164583,0,1979-07-01,2024-02-14,15488
USGS,02236500,"BIG CREEK NEAR CLERMONT, FL",ST,28.44778229,-81.74007599,S,NAD83,98.97,2.5,NGVD29,03080102,dv,00065,00003,22520,,wat,,17164583,0,1958-07-17,2024-02-14,23360
USGS,02236605,"LITTLE CREEK AT GREEN SWAMP ROAD NEAR CLERMONT, FL",ST,28.4486152,-81.7814655,S,NAD83,,,,03080102,dv,00065,00003,22525,,wat,,17164583,0,2005-06-11,2024-02-14,6611
USGS,02236900,"PALATLAKAHA R AT CHERRY LK OUT NEAR GROVELAND, FL",ST,28.59277586,-81.8222998,S,NAD83,,,,03080102,dv,00065,00003,169652,,wat,,17164583,0,1956-09-19,2024-02-14,23547
USGS,02236901,"PALATLAKAHA R BL SPWY AT CH LK OUT NR GROVELAND,FL",ST,28.59249809,-81.8225775,S,NAD83,,,,03080102,dv,00065,00003,22537,,wat,,17164583,0,1957-08-01,2024-02-14,23273
USGS,02237000,"PALATLAKAHA RIVER NEAR MASCOTTE, FL",ST,28.6158301,-81.8645229,S,NAD83,,,,03080102,dv,00065,00003,22540,,wat,,17164583,0,1945-05-30,2024-02-14,23032
USGS,02237001,"PALATLAKAHA RIVER BELOW SPWY, NEAR MASCOTTE, FL",ST,28.61610787,-81.8659118,S,NAD83,,,,03080102,dv,00065,00003,22541,,wat,,17164583,0,1964-04-01,2024-02-14,17755
USGS,02237010,"PALATLAKAHA R AT STRUCTURE M-6 NR MASCOTTE, FL",ST,28.643329,-81.87230109,S,NAD83,,,,03080102,dv,00065,00003,22542,,wat,,17164583,0,1981-05-29,2024-02-14,11984
USGS,02237011,"PALATLAKAHA R BELOW STRUCTURE M-6 NR MASCOTTE, FL",ST,28.6441623,-81.87230109,S,NAD83,,,,03080102,dv,00065,00003,22543,,wat,,17164583,0,1981-05-29,2024-02-14,13928
USGS,02237050,"PALATLAKAHA RIVER AT S M-5 NEAR OKAHUMPKA, FL",ST,28.67888315,-81.8845239,S,NAD83,,,,03080102,dv,00065,00003,22544,,wat,,17164583,0,1981-05-31,2024-02-14,13719
USGS,02237051,"PALATLAKAHA R BELOW STRUCTURE M-5 NR OKAHUMPKA, FL",ST,28.67943868,-81.88452388,S,NAD83,,,,03080102,dv,00065,00003,22545,,wat,,17164583,0,1981-05-28,2024-02-14,15050
USGS,02237206,"PALATLAKAHA R AT STRUCTURE M-4 NR OKAHUMPKA, FL",ST,28.71499294,-81.8842464,S,NAD83,,,,03080102,dv,00065,00003,22547,,wat,,17164583,0,1981-06-19,2024-02-14,15055
USGS,02237207,"PALATLAKAHA R BELOW STRUCTURE M-4 NR OKAHUMPKA, FL",ST,28.71582624,-81.8839687,S,NAD83,,,,03080102,dv,00065,00003,22548,,wat,,17164583,0,1981-05-28,2024-02-14,15171
USGS,02237293,"PALATLAKAHA R AT STRUCTURE M-1, NR OKAHUMPKA, FL",ST,28.7444364,-81.8725798,S,NAD83,,,,03080102,dv,00065,00003,22551,,wat,,17164583,0,1970-01-01,2024-02-14,19169
USGS,02237700,"APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL",ST,28.72249444,-81.6847976,S,NAD83,,,,03080102,dv,00065,00003,22564,,wat,,17164583,0,1958-07-15,2024-02-14,23721
USGS,02237701,"APOPKA-BEAUCLAIR CANAL BL DAM NEAR ASTATULA, FL",ST,28.72304997,-81.6847976,S,NAD83,,,,03080102,dv,00065,00003,22566,,wat,,17164583,0,1958-07-15,2024-02-14,23670
USGS,02237734,"WOLF BRANCH AT FCRR NEAR MOUNT DORA, FL",ST,28.79665898,-81.60785149,F,NAD83,0,5,NGVD29,03080102,dv,00065,00003,22570,,wat,,17164583,0,1992-01-10,2024-02-14,10802
USGS,02238000,"HAYNES CREEK AT LISBON, FL",ST,28.87082178,-81.7836894,S,NAD83,,,,03080102,dv,00065,00003,22580,,wat,,17164583,0,1942-07-13,2024-02-14,29365
USGS,02238001,"HAYNES CREEK BELOW BURRELL DAM AT LISBON, FL",ST,28.8711111,-81.7844444,1,NAD83,,,,03080102,dv,00065,00003,22582,,wat,,17164583,0,1957-03-06,2024-02-14,23622
USGS,02238499,"OCKLAWAHA R AB MOSS BLUFF DAM AT MOSS BLUFF,FL",ST,29.0811111,-81.8808333,1,NAD83,0.3,0.01,NGVD29,03080102,dv,00065,00003,22590,,wat,,17164583,0,1969-10-01,2024-02-14,19524
USGS,02238500,"OCKLAWAHA RIVER AT MOSS BLUFF, FL",ST,29.0811111,-81.8808333,1,NAD83,,,,03080102,dv,00065,00003,170268,,wat,,17164583,0,1943-10-01,2024-02-14,24342
USGS,02239000,"OCKLAWAHA RIVER NR OCALA,FLA.",ST,29.18331078,-81.9923091,S,NAD83,0,1,NAVD88,03080102,dv,00065,00003,22599,,wat,,17164583,0,1930-02-12,2024-02-14,18754
USGS,02239500,"SILVER SPRINGS NEAR OCALA, FL",SP,29.21247638,-82.05397819,S,NAD83,38.96,2.5,NGVD29,03080102,dv,00065,00003,22601,(TO COMPUTE GH),wat,,17164583,0,1947-02-20,2024-02-14,27892
USGS,02239501,"SILVER RIVER NEAR OCALA, FL",ST,29.2149764,-82.0412,S,NAD83,,,,03080102,dv,00065,00003,178012,,wat,,17164583,0,1967-02-07,2024-02-14,9258
USGS,02240000,"OCKLAWAHA RIVER NEAR CONNER, FL",ST,29.21469888,-81.9859203,S,NAD83,31.79,2.5,NGVD29,03080102,dv,00065,00003,22615,,wat,,17164583,0,1930-02-13,2024-02-14,27706
USGS,02240500,"OCKLAWAHA RIVER AT EUREKA, FL",ST,29.37166667,-81.9019444,1,NAD83,,,,03080102,dv,00065,00003,22621,,wat,,17164583,0,1930-03-01,2024-02-14,20006
USGS,02243000,"ORANGE CREEK AT ORANGE SPRINGS, FL",ST,29.50969267,-81.9461999,S,NAD83,19.81,0.1,NGVD29,03080102,dv,00065,00003,22658,,wat,,17164583,0,1955-10-01,2024-02-14,22168
USGS,02243959,"OCKLAWAHA R AB RODMAN DAM NR ORANGE SPRINGS,FLA.",ST,29.50858114,-81.80480679,S,NAD83,,,,03080102,dv,00065,00003,22671,,wat,,17164583,0,1999-10-02,2024-02-14,8542
USGS,02243960,"OCKLAWAHA R AT RODMAN DAM NEAR ORANGE SPRINGS, FL",ST,29.50833333,-81.8041667,1,NAD83,,,,03080102,dv,00065,00003,22674,,wat,,17164583,0,1969-10-01,2024-02-14,19603
USGS,02244040,"ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL",ST,29.5963582,-81.683138,S,NAD83,,,,03080103,dv,00065,00003,22683,,wat,,17164583,0,1990-10-01,2024-02-14,11236
USGS,02244333,HAW CREEK AB RUSSELLS LANDING NR ST JOHNS PARK FL,ST,29.39469798,-81.3711787,S,NAD83,,,,03080103,dv,00065,00003,22701,,wat,,17164583,0,2010-10-21,2024-02-14,4815
USGS,02244440,"DUNNS CREEK NEAR SATSUMA, FL",ST,29.57774783,-81.626191,S,NAD83,,,,03080103,dv,00065,00003,22708,,wat,,17164583,0,1978-01-01,2024-02-14,14571
USGS,02245260,"DEEP CREEK AT SPUDS, FL",ST,29.72338056,-81.4843667,S,NAD83,,,,03080103,dv,00065,00003,228102,[NGVD29],wat,,17164583,0,2007-10-02,2024-02-14,5826
USGS,02245260,"DEEP CREEK AT SPUDS, FL",ST,29.72338056,-81.4843667,S,NAD83,,,,03080103,dv,00065,00003,228105,[NAVD88],wat,,17164583,0,2017-11-17,2024-02-14,2271
USGS,02245290,ST JOHNS RIVER AT RACY PT NEAR HASTINGS FL,ST,29.8,-81.55,S,NAD83,,,,03080103,dv,00065,00003,229968,,wat,,17164583,0,2018-05-10,2024-02-14,2096
USGS,02245340,"ST JOHNS R BLW SHANDS BRIDGE NR GRN COVE SPRG, FL",ST,30.0059222,-81.6151361,S,NAD83,,,,03080103,dv,00065,00003,205441,,wat,,17164583,0,2017-06-02,2024-02-14,2418
USGS,02245500,"SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL",ST,29.9794075,-81.8520426,S,NAD83,9.82,2.5,NGVD29,03080103,dv,00065,00003,22788,,wat,,17164583,0,1939-11-14,2024-02-14,28693
USGS,02246000,"NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL",ST,30.1132953,-81.9064915,S,NAD83,1.02,2.5,NGVD29,03080103,dv,00065,00003,22807,,wat,,17164583,0,1931-11-18,2024-02-14,33129
USGS,02246010,"NORTH FORK BLACK CREEK AT MIDDLEBURG, FL",ST,30.07607343,-81.86371139,S,NAD83,,,,03080103,dv,00065,00003,22810,,wat,,17164583,0,1981-04-22,2024-02-14,15242
USGS,02246160,"JULINGTON CRK AT OLD ST AUGUST RD NR BAYARD, FL",ST,30.14333056,-81.5559,5,NAD83,,,,03080103,dv,00065,00003,22823,,wat,,17164583,0,2015-09-30,2024-02-14,3041
USGS,022462002,"DURBIN CREEK NEAR FRUIT COVE, FL",ST,30.11916667,-81.54638889,5,NAD83,1,4.3,NAVD88,03080103,dv,00065,00003,167454,,wat,,17164583,0,2015-10-15,2024-02-14,3039
USGS,02246318,"ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL",ST,30.19635087,-81.7684315,S,NAD83,,,,03080103,dv,00065,00003,22844,,wat,,17164583,0,2002-03-21,2024-02-14,6475
USGS,02246459,"CEDAR RIVER AT SAN JUAN AVENUE AT JACKSONVILLE, FL",ST,30.28218375,-81.7403761,S,NAD83,,,,03080103,dv,00065,00003,22859,,wat,,17164583,0,1993-11-17,2024-02-14,8009
USGS,02246500,"ST. JOHNS RIVER AT JACKSONVILLE, FL",ST,30.3224616,-81.6653735,S,NAD83,,,,03080103,dv,00065,00003,22875,,wat,,17164583,0,1982-10-01,2024-02-14,13460
USGS,02246515,"POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA.",ST,30.2644071,-81.5900917,S,NAD83,,,,03080103,dv,00065,00003,22893,,wat,,17164583,0,1990-01-03,2024-02-14,4831
USGS,02246518,"POTTSBURG CRK AT US90 NR S. JACKSONVILLE, FL",ST,30.28696944,-81.57,5,NAD83,,,,03080103,dv,00065,00003,22894,,wat,,17164583,0,2015-10-01,2024-02-14,3023
USGS,02246621,TROUT R NR JACKSONVILLE FLA,ST,30.41746058,-81.69648758,S,NAD83,,,,03080103,dv,00065,00003,170158,,wat,,17164583,0,2016-01-05,2024-02-14,2932
USGS,02246751,"BROWARD RIVER BL BISCAYNE BLVD NR JACKSONVILLE, FL",ST,30.44333889,-81.6682,5,NAD83,,,,03080103,dv,00065,00003,172458,,wat,,17164583,0,2015-09-30,2024-02-14,3059
USGS,02246804,"DUNN CREEK AT DUNN CREEK RD NR EASTPORT, FL",ST,30.45494167,-81.59688889,5,NAD83,,,,03080103,dv,00065,00003,22921,,wat,,17164583,0,2016-01-08,2024-02-14,2952
USGS,02246825,"CLAPBOARD CREEK NR JACKSONVILLE, FL",ST,30.44838056,-81.5182611,5,NAD83,,,,03080103,dv,00065,00003,205332,,wat,,17164583,0,2015-09-29,2024-02-14,3053
USGS,02247222,"PELLICER CREEK NEAR ESPANOLA, FL",ST,29.66941676,-81.2595108,R,NAD83,,,,03080201,dv,00065,00003,22949,,wat,,17164583,0,2001-12-06,2024-02-14,6286
USGS,02247510,"TOMOKA RIVER NEAR HOLLY HILL, FL",ST,29.21748099,-81.1086687,S,NAD83,,,,03080201,dv,00065,00003,22983,,wat,,17164583,0,1964-10-01,2024-02-14,21374
USGS,02248000,"SPRUCE CREEK NEAR SAMSULA, FL",ST,29.05081845,-81.0464455,S,NAD83,6.25,2.5,NGVD29,03080201,dv,00065,00003,22993,,wat,,17164583,0,1951-05-02,2024-02-14,25395
USGS,02248380,"HAULOVER CANAL NEAR MIMS,FL",ST,28.73638079,-80.754773,S,NAD83,,,,03080202,dv,00065,00003,23030,,wat,,17164583,0,1995-08-04,2024-02-14,10277
USGS,02249007,EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL,ST,28.12695888,-80.6467205,S,NAD83,-10,0.5,NGVD29,03080202,dv,00065,00003,23059,,wat,,17164583,0,1991-01-17,2024-02-14,11975
USGS,02249500,"CRANE CREEK AT MELBOURNE, FL",ST,28.07946057,-80.6294983,S,NAD83,4.45,2.5,NGVD29,03080202,dv,00065,00003,23063,,wat,,17164583,0,1951-03-14,2024-02-14,13020
USGS,02250030,"TURKEY CREEK AT PALM BAY, FL",ST,28.01724054,-80.59588719,S,NAD83,-5,2.5,NGVD29,03080202,dv,00065,00003,23083,,wat,,17164583,0,1981-01-14,2024-02-14,15338
USGS,02251000,"SOUTH PRONG ST SEBASTIAN RIVER NEAR SEBASTIAN,FL",ST,27.76947258,-80.5058868,S,NAD83,-10,2.5,NGVD29,03080203,dv,00065,00003,23095,,wat,,17164583,0,1993-08-04,2024-02-14,11005
USGS,02251500,"NORTH PRONG SAINT SEBASTIAN RIVER NEAR MICCO, FL",ST,27.85613569,-80.52422,S,NAD83,,,,03080203,dv,00065,00003,23100,,wat,,17164583,0,1987-01-23,2024-02-14,13408
USGS,02251767,"FELLSMERE CANAL NEAR MICCO, FL",ST,27.83058119,-80.5342203,S,NAD83,,,,03080203,dv,00065,00003,23105,,wat,,17164583,0,1991-11-16,2024-02-14,11536
USGS,02251800,"INDIAN RIVER AT WABASSO, FL",ST,27.75447297,-80.4275516,S,NAD83,,,,03080203,dv,00065,00003,210434,,wat,,17164583,0,2004-06-09,2024-02-14,4450
USGS,02252500,"NORTH CANAL NEAR VERO BEACH, FL",ST,27.69308613,-80.42005169,S,NAD83,,,,03080203,dv,00065,00003,23118,,wat,,17164583,0,1950-11-21,2024-02-14,25484
USGS,02253000,"MAIN CANAL AT VERO BEACH, FL",ST,27.64780983,-80.405607,S,NAD83,,,,03080203,dv,00065,00003,23121,,wat,,17164583,0,1949-01-04,2024-02-14,26133
USGS,02253500,"SOUTH CANAL NEAR VERO BEACH, FL",ST,27.6044779,-80.386579,S,NAD83,,,,03080203,dv,00065,00003,324359,,wat,,17164583,0,1950-11-20,2024-02-14,24064
USGS,02255600,"FISHEATING CREEK NEAR LAKE PLACID,FL",ST,27.20921499,-81.4614637,S,NAD83,0,0.01,NAVD88,03090103,dv,00065,00003,23141,,wat,,17164583,0,2003-08-21,2024-02-14,7425
USGS,02256500,"FISHEATING CREEK AT PALMDALE, FL",ST,26.9325585,-81.3147949,S,NAD83,27.19,2.5,NGVD29,03090103,dv,00065,00003,23146,,wat,,17164583,0,1931-04-22,2024-02-14,33481
USGS,02257000,"FISHEATING CREEK AT LAKEPORT, FL",ST,26.96295833,-81.1208278,5,NAD83,,,,03090103,dv,00065,00003,23148,,wat,,17164583,0,1993-06-22,2024-02-14,10613
USGS,02257750,"HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL",ST-CA,27.09083333,-81.1327222,S,NAD83,,,,03090103,dv,00065,00003,168104,,wat,,17164583,0,2017-02-04,2024-02-14,2556
USGS,02257790,"HARNEY POND CANAL ABOVE S-71 NR LAKEPORT, FL",ST-CA,27.0389222,-81.0714972,S,NAD83,,,,03090103,dv,00065,00003,180937,,wat,,17164583,0,2017-02-09,2024-02-14,2562
